date,macro_score,liquidity_score,valuation_score,sentiment_score,composite_score
2017-05-25,99.99999999917004,87.67610921199474,65.02601743105058,69.28778863427033,82.03308938736642
2017-05-26,99.99999999917004,77.45248045885604,82.3218386568677,68.48025581870608,83.63963094242315
2017-05-27,99.99999999917004,77.8151328439448,73.50066890256782,73.0822785991147,82.44540615620211
2017-05-28,99.99999999917004,82.26005082976477,59.0451339402116,52.850916536952,75.89647949963552
2017-05-29,99.99999999917004,76.2855197669233,68.78967430017553,54.81629930474161,77.23205837747405
2017-05-30,99.99999999917004,77.44289447347397,68.3527991746663,70.57847981112499,80.56461937401109
2017-05-31,99.99999999917004,83.59716115419262,77.40056034432871,54.88908520351232,81.22724741508381
2017-06-01,99.99999999917004,76.6429480421714,78.04804681509151,60.04799507566172,80.68234772919908
2017-06-02,99.99999999917004,72.65277569807564,82.25778851472555,52.71677008302963,79.27099506955723
2017-06-03,99.99999999917004,77.04575413343319,75.0830812028283,46.28428915205933,77.28906666422824
2017-06-04,99.99999999917004,74.97384627335337,68.47028297753316,64.10352197546351,78.68173670756535
2017-06-05,99.99999999917004,76.84538272289731,58.276491979809805,62.55631859515792,76.29173239445937
2017-06-06,99.99999999917004,77.6511449280663,86.17211674555416,56.066384708994995,82.16909235995512
2017-06-07,99.99999999917004,82.7489703187909,56.373852897546975,43.98874811261393,73.57845542635826
2017-06-08,99.99999999917004,81.09418311225929,83.35460052507389,57.30059635404497,82.57231517989331
2017-06-09,99.99999999917004,81.03604526824174,71.54171557000355,46.46524917660612,77.43749004463356
2017-06-10,99.99999999917004,78.68037814988273,75.25820702619757,71.45128133427991,82.77490256062705
2017-06-11,99.99999999917004,84.94635266290933,78.39515355857814,55.7559251258424,81.98656158029135
2017-06-12,99.99999999917004,82.24925897673086,71.0476971417312,66.99142263952183,81.72252355727089
2017-06-13,99.99999999917004,73.608706724192,70.78309747062487,61.78695225553874,78.45534149956298
2017-06-14,99.99999999917004,81.97992212167652,62.49940025855362,71.487990460188,80.41742868684615
2017-06-15,99.99999999917004,74.1051742949512,73.93512957524831,88.15952323426586,84.64198061415406
2017-06-16,99.99999999917004,79.97628304245896,59.56656737408542,60.5464551990305,76.9950036436932
2017-06-17,99.99999999917004,87.34857540111875,65.44891623801165,59.63806312156622,80.12698553384685
2017-06-18,99.99999999917004,80.67409489170895,69.99587370905984,43.080019658493725,76.28349608164194
2017-06-19,99.99999999917004,71.5317306788598,64.09143611472354,61.08814664107333,76.12342102636151
2017-06-20,99.99999999917004,75.15554240529048,62.82067050016507,55.11204115268731,75.51646145665237
2017-06-21,99.99999999917004,69.26008292325515,63.34034125433348,52.71264773384971,73.69263559091812
2017-06-22,99.99999999917004,75.70444304788167,76.46889020562777,71.05678779210797,82.25469087154997
2017-06-23,99.99999999917004,72.78868931699559,72.65676456996358,72.15935432204589,80.79323433589998
2017-06-24,99.99999999917004,80.24038657881496,75.48018831703224,43.828788912138016,77.69590150614042
2017-06-25,99.99999999917004,77.92523795986378,72.18345210797528,73.53921567853072,82.23501565241692
2017-06-26,99.99999999917004,78.83644308437619,54.6124214574092,51.13143904795958,73.58850394478927
2017-06-27,99.99999999917004,82.35587349598079,73.2569929723994,53.38995990315152,79.58120859747638
2017-06-28,99.99999999917004,72.31050115770522,66.0894715054,42.473660617794856,73.0947252890863
2017-06-29,99.99999999917004,76.92714750424486,70.81554498645524,59.54882997417609,78.84543911726126
2017-06-30,99.99999999917004,75.63754929837512,76.71575604888159,39.72227935129677,76.03278220682455
2017-07-01,99.99999999917004,70.33726261033844,60.725603410873596,60.448650494817635,74.85544660401754
2017-07-02,99.99999999917004,85.60238888860302,72.98832714530951,71.04393505735878,83.8564660197009
2017-07-03,99.99999999917004,79.32746590311734,79.81165641339366,47.54424488798742,79.29362955647625
2017-07-04,99.99999999917004,81.3016283723962,69.37882131205275,65.73588906251938,80.81729023336712
2017-07-05,99.99999999917004,77.46955179162674,63.70464442680071,51.85405169341344,75.66435939304056
2017-07-06,99.99999999917004,83.52327687348449,65.54745675691724,65.75831004692968,80.41934541673737
2017-07-07,99.99999999917004,72.51600777634773,69.95311454633332,62.39345573654377,78.09597172773003
2017-07-08,99.99999999917004,78.43324802490848,68.0662898552721,59.59321840951899,78.54352815169996
2017-07-09,99.99999999917004,79.02452091463216,73.16452367553795,70.68879912932314,82.18502097315817
2017-07-10,99.99999999917004,80.54517367345021,69.54597820275704,53.94604445890938,78.31199686058471
2017-07-11,99.99999999917004,84.6729296583746,61.86202994796932,63.96373907298141,79.42648771593326
2017-07-12,99.99999999917004,90.56763421493498,66.06909544476474,58.73869860213417,80.90692213510277
2017-07-13,99.99999999917004,88.84725250042344,67.498046168886,42.701122352661926,77.62654913761075
2017-07-14,99.99999999917004,69.54723855476003,80.12330290264632,42.61219289649352,75.94007394340132
2017-07-15,99.99999999917004,72.70157364287613,71.77996379375664,60.38896218713197,78.1981767963356
2017-07-16,99.99999999917004,81.28979345319257,66.32478227515742,57.69745749134628,78.44313543010776
2017-07-17,99.99999999917004,81.32438032843514,70.50834734232932,50.32124287563525,78.02243049256919
2017-07-18,99.99999999917004,79.87157371137916,64.68216065191709,52.71938005640864,76.68230960185679
2017-07-19,99.99999999917004,80.5313880342363,59.35085749375571,77.130599013996,80.39668118454821
2017-07-20,99.99999999917004,80.54592671433029,73.16263998406541,58.26443564249081,80.0800288028481
2017-07-21,99.99999999917004,84.33174697521483,64.529660646776,60.97877283857195,79.41110647296311
2017-07-22,99.99999999917004,77.14064927821198,74.69433562786935,79.38576166549834,83.83589855937102
2017-07-23,99.99999999917004,85.85957821628344,75.30768912728183,68.7047646777305,84.03276977118843
2017-07-24,99.99999999917004,70.22141163106036,75.25274420714197,63.12272611216317,78.99308418173422
2017-07-25,99.99999999917004,84.10181557317472,74.40521036052668,54.18092015362862,80.46294051390208
2017-07-26,99.99999999917004,73.74637141016947,79.29587557015984,62.11950640973574,80.68446302678049
2017-07-27,99.99999999917004,84.60629943936256,64.75439278044055,55.14580971814576,78.36933499833093
2017-07-28,99.99999999917004,71.10398363973879,80.14027230371346,68.37037659072526,81.48513930375913
2017-07-29,99.99999999917004,79.64312731444444,58.870582491805635,63.88684344175143,77.4057961396638
2017-07-30,99.99999999917004,89.95267360071495,62.702648871933626,52.670643753417856,78.69795936859671
2017-07-31,99.99999999917004,80.0490085765884,51.645457662242876,68.50225252972129,76.62406706540308
2017-08-01,99.99999999917004,83.97176069159369,61.18955855085347,54.83411773093849,77.2571533565505
2017-08-02,99.99999999917004,69.24963127006545,76.91326013854763,54.32654162125785,77.40603117615585
2017-08-03,99.99999999917004,80.28141264902094,71.26799497794953,53.837585331171056,78.65486897272783
2017-08-04,99.99999999917004,87.52653768013585,51.1260022070418,58.30135909220135,76.32340678998568
2017-08-05,99.99999999917004,82.29580526249481,73.35780583476229,55.291869348027795,79.97177664367085
2017-08-06,99.99999999917004,74.4062974116866,98.51644990820687,66.1246665923451,86.45562014819339
2017-08-07,99.99999999917004,83.31927438952063,70.41254152827034,63.38897119377935,81.11074821795461
2017-08-08,99.99999999917004,80.92047568361139,65.24049246441432,58.96814051339485,78.3338701394364
2017-08-09,99.99999999917004,77.34202148955175,58.9363701418402,57.20730881796665,75.51105967119233
2017-08-10,99.99999999917004,78.86467569183198,79.39059374993536,53.216693989746624,80.20715615814217
2017-08-11,99.99999999917004,74.7410462150141,54.8685020544292,56.50970465799467,73.70432799871077
2017-08-12,99.99999999917004,86.53632311887249,78.47642822199178,62.94876065465121,83.84293996589733
2017-08-13,99.99999999917004,80.38014513126308,59.86618950005636,71.04460601091978,79.27050485976483
2017-08-14,99.99999999917004,80.42611182301705,68.75604539527026,48.579591429606815,77.01145759024419
2017-08-15,99.99999999917004,78.7142619267142,71.24972260895085,54.21308977103362,78.333614087874
2017-08-16,99.99999999917004,80.714627299081,61.97827398381638,61.37577629903234,77.94838058028182
2017-08-17,99.99999999917004,78.90062545524151,62.731157458345876,77.55288534122982,80.91852279639383
2017-08-18,99.99999999917004,75.14922221188162,79.82207570655197,59.588048393045106,80.66043415796844
2017-08-19,99.99999999917004,80.33857983937448,69.67740008907539,54.5620797377815,78.41641092941977
2017-08-20,99.99999999917004,77.7473133188412,52.20236797985365,55.2005533806019,73.5275310005451
2017-08-21,99.99999999917004,78.87016611871266,80.88314870534049,68.09465662709268,83.55726003118284
2017-08-22,99.99999999917004,82.24203858533522,67.64029137099787,63.89861196055896,80.25030488094608
2017-08-23,99.99999999917004,79.07648896849429,79.2278916164239,80.20256276999166,85.61660769997889
2017-08-24,99.99999999917004,88.77077543532913,58.71909530463043,61.29879737783133,79.13222716030718
2017-08-25,99.99999999917004,82.36264510562998,61.410051549554524,61.40209330138941,78.22359282382502
2017-08-26,99.99999999917004,85.37485693701417,67.64121470718193,61.14821342619193,80.48366059603842
2017-08-27,99.99999999917004,84.59938137203095,59.96197058185476,48.88673555489005,75.91768509920045
2017-08-28,99.99999999917004,81.5489912473089,60.525382398128265,58.320259568215505,77.18264532475341
2017-08-29,99.99999999917004,68.74540343131382,73.15103577908803,44.56875748150077,74.38786129865163
2017-08-30,99.99999999917004,77.44800620140049,70.39969444025752,40.23475109772393,75.0088753797103
2017-08-31,99.99999999917004,70.6113568078435,76.7485328012924,48.972140073257385,76.63440041668646
2017-09-01,99.99999999986912,84.67273345615996,74.67252143191507,57.76258653382034,81.38883102874357
2017-09-02,99.99999999986912,77.29523764753102,67.46924712736455,46.246315775779394,75.44038434884051
2017-09-03,99.99999999986912,76.79147256892095,63.410163470329834,49.02374770698704,74.85515855117085
2017-09-04,99.99999999986912,81.01052019632365,68.86797482582638,62.02783659181162,79.87519107386058
2017-09-05,99.99999999986912,74.93002940300394,68.50133588870094,61.22781797293784,78.10340491747452
2017-09-06,99.99999999986912,75.02444914334723,68.32286804910954,59.781173925325724,77.79306408314008
2017-09-07,99.99999999986912,76.26393057962073,67.92814689632588,47.21178984696713,75.49037733834082
2017-09-08,99.99999999986912,82.970112862528,63.6024899171763,54.18511599284981,77.48017389345678
2017-09-09,99.99999999986912,77.29435705659051,64.72915084363866,46.174147199601535,74.74070641493833
2017-09-10,99.99999999986912,77.31035525099979,61.97453004188355,49.464474070405814,74.71411613726274
2017-09-11,99.99999999986912,84.98238780718228,56.771324404278516,75.67881793923127,80.5741916406722
2017-09-12,99.99999999986912,77.78590626636047,79.06496434972753,63.686827414966515,81.95008313697605
2017-09-13,99.99999999986912,77.77694404819289,75.99300902082216,77.93265873682829,84.02902001458015
2017-09-14,99.99999999986912,79.17254223166627,67.8169625040731,41.598134164564634,75.06700301680851
2017-09-15,99.99999999986912,74.26970622912897,55.109292409643,50.50081198753544,72.44491205716082
2017-09-16,99.99999999986912,82.62873952796163,72.45291262105859,46.58973574183667,78.08836018558313
2017-09-17,99.99999999986912,77.04427990789019,48.853225354600724,80.98005736337073,77.67038778825761
2017-09-18,99.99999999986912,82.82528226679476,55.08883783242033,50.64914944963347,74.6083599146912
2017-09-19,99.99999999986912,78.84461664327458,70.63123526864923,46.355551274541696,76.64007323285003
2017-09-20,99.99999999986912,84.17798163088082,70.70396911131877,49.254045410205066,78.57129676755164
2017-09-21,99.99999999986912,78.085884421227,70.35282761895496,60.76738407080889,79.263154824168
2017-09-22,99.99999999986912,82.11787255945706,69.24216126727559,59.83483332522601,79.8069751216891
2017-09-23,99.99999999986912,81.58738598910361,69.67295503553214,66.7743485719291,81.1699549705055
2017-09-24,99.99999999986912,72.98642654734664,61.08070300184385,62.71345380874832,76.05947314900803
2017-09-25,99.99999999986912,78.79073378253358,62.93582654649069,60.3561911754312,77.50287831730304
2017-09-26,99.99999999986912,88.29279901016736,70.71389280270218,64.8585592263421,82.72338479844653
2017-09-27,99.99999999986912,79.37616627540704,82.10128100107882,70.76549707393379,84.52246123386897
2017-09-28,99.99999999986912,74.90162312185853,80.11986302962451,61.06422463417905,80.96821646466731
2017-09-29,99.99999999986912,81.51647287893422,74.96629016456193,76.61181377598794,84.44305351603236
2017-09-30,99.99999999986912,82.41104526133867,64.27556481879205,63.38797434354897,79.3492473887032
2017-10-01,99.99999999986912,75.70680988154933,57.335286927565306,59.658820999008675,75.19228840204113
2017-10-02,99.99999999986912,85.41275799686423,65.18498948797252,68.06787911924695,81.26301269501931
2017-10-03,99.99999999986912,89.14528443717948,77.06292801079962,43.66487767080882,80.28502864611728
2017-10-04,99.99999999986912,76.16295877393073,74.24384947363097,58.60605728010922,79.322913517873
2017-10-05,99.99999999986912,81.17697458262123,72.64630137547354,62.07360369061264,80.87053972760695
2017-10-06,99.99999999986912,79.71638800646272,69.50958418447998,62.62383827133376,79.83126070196316
2017-10-07,99.99999999986912,79.09861759240528,70.99424695074852,55.332532578292884,78.58972265140775
2017-10-08,99.99999999986912,74.67380333084559,70.04729696392982,59.313908666059376,78.04305680686647
2017-10-09,99.99999999986912,89.07888300518376,72.69276562211483,59.46672449732161,82.3362570562497
2017-10-10,99.99999999986912,80.1608786055323,71.67345109855923,51.43278180131695,78.24513878624701
2017-10-11,99.99999999986912,79.47171144703157,68.83602944346822,55.64454194220983,78.20584361102766
2017-10-12,99.99999999986912,84.2064824221279,60.80251674194117,75.42251368616728,81.33675252821146
2017-10-13,99.99999999986912,75.29496438386346,80.39718655863274,67.2727854858152,82.37759483274783
2017-10-14,99.99999999986912,82.63014110457128,64.38029155290899,69.4536237744449,80.64333291921979
2017-10-15,99.99999999986912,76.23637480313798,63.29592745630873,63.39352631139628,77.56178082710166
2017-10-16,99.99999999986912,82.08999414713229,62.33835740758961,67.23415527016012,79.55391894267325
2017-10-17,99.99999999986912,86.17192710707376,78.43290742543829,27.981937779172817,76.74759618892331
2017-10-18,99.99999999986912,82.24968705059415,83.63432288566345,66.44626485906211,84.76025545583755
2017-10-19,99.99999999986912,80.95853612760939,77.50421458563669,73.2417593218811,84.26403954264848
2017-10-20,99.99999999986912,93.63144344236011,69.42802891875779,35.677561002333114,77.90038029070683
2017-10-21,99.99999999986912,88.59793635604103,73.7659023398859,65.46405496200532,83.68377066634353
2017-10-22,99.99999999986912,74.22750727100193,67.35301148099849,73.44381451574284,80.0838925911094
2017-10-23,99.99999999986912,71.56911092578,69.33251452412355,58.56938603502427,76.93928356944147
2017-10-24,99.99999999986912,76.91013739698674,58.54778306166551,45.134003221167205,72.89128075885723
2017-10-25,99.99999999986912,82.51305150977748,75.79332232599995,69.31174369703572,83.43894219831225
2017-10-26,99.99999999986912,78.79340468507147,74.635205863036,64.77248272706194,81.3116491824
2017-10-27,99.99999999986912,77.57549685263872,64.4972783031873,49.921462410770424,75.50248627107133
2017-10-28,99.99999999986912,84.58114568350621,62.957121610211146,67.08548528068268,80.30166387952661
2017-10-29,99.99999999986912,82.78266990608708,57.542972939645246,66.95501231092884,78.47241317357958
2017-10-30,99.99999999986912,79.45031344784944,61.57581532106077,45.73507290861414,74.40354677391112
2017-10-31,99.99999999986912,78.765567410804,70.44483030807764,70.8821743790939,81.47903430549994
2017-11-01,99.99999999986912,80.16841751326852,76.69824069858618,50.61049136547869,79.33876282602014
2017-11-02,99.99999999986912,79.02229788031279,71.9224975757891,55.54970307731839,78.84613947944987
2017-11-03,99.99999999986912,76.73728785134767,72.5679336561541,86.99146287777103,84.72459795239038
2017-11-04,99.99999999986912,71.96209554628912,60.44729319352344,49.519745325419464,73.00629624999777
2017-11-05,99.99999999986912,77.76089964040077,81.07497894085277,70.73484779621363,83.85593920451686
2017-11-06,99.99999999986912,81.65452247828146,70.04221850955385,44.307498956982045,76.78568503831598
2017-11-07,99.99999999986912,80.35808765799425,64.10690040308332,48.630895759124954,75.84242616705512
2017-11-08,99.99999999986912,86.17504017524288,74.529576382895,66.35182814990091,83.4465197694754
2017-11-09,99.99999999986912,78.93978573390847,64.23310653205615,57.19149113594821,77.23152129364155
2017-11-10,99.99999999986912,79.54149564351287,47.844039590056795,64.15653663628348,74.67769113560985
2017-11-11,99.99999999986912,76.16125611798705,72.89708643773947,43.27257144502625,75.91909992789762
2017-11-12,99.99999999986912,81.26845555854636,54.27447311496433,77.4420488386526,79.37414193606892
2017-11-13,99.99999999986912,83.90926480670382,54.31160469701458,53.930296786884526,75.34127673326725
2017-11-14,99.99999999986912,73.30240990418656,82.71339017685196,57.6928252815518,80.54251507653073
2017-11-15,99.99999999986912,77.73862710129325,67.23126142430864,47.891957511777434,75.8208636337167
2017-11-16,99.99999999986912,82.85529280633955,57.492828707573196,58.06100098322897,76.69923057508473
2017-11-17,99.99999999986912,87.05930417143338,82.32768740923208,54.576183333199715,83.26198456176704
2017-11-18,99.99999999986912,82.87631974334168,62.44583913377024,50.677445252674794,76.46602876977367
2017-11-19,99.99999999986912,83.5222320747106,70.53573747124699,65.48196709640631,81.61088580573139
2017-11-20,99.99999999986912,68.90356624126746,81.82527749456918,54.99662174111581,78.68153528214305
2017-11-21,99.99999999986912,76.57341727108172,65.42580887635467,66.13383405957427,78.72657334873469
2017-11-22,99.99999999986912,76.1603657948968,58.52566341949692,82.58559028434686,80.18862536042855
2017-11-23,99.99999999986912,86.87129293472928,79.24289785709016,64.26562506806157,84.38167271152791
2017-11-24,99.99999999986912,75.68822952218963,79.02271518483775,52.61303434828356,79.2003430463743
2017-11-25,99.99999999986912,85.7620205101841,85.02458528198979,55.69313306468608,83.83527806094142
2017-11-26,99.99999999986912,77.18155252889687,62.21806654611906,71.44380890616202,79.13866654994713
2017-11-27,99.99999999986912,75.26164575164485,61.83748290082804,58.63927174656616,76.00263651239219
2017-11-28,99.99999999986912,84.92554303887724,51.25433047820931,56.42520844929623,75.33001006909161
2017-11-29,99.99999999986912,77.42951414093298,64.14579247817564,66.82010687208215,78.75784802915433
2017-11-30,99.99999999986912,83.84026349598928,75.30268591838279,55.99717652489652,80.98517265853306
2017-12-01,99.99999999999008,81.68869525134156,62.21861166599792,45.341011032427346,75.04502893581736
2017-12-02,99.99999999999008,76.74335784793648,64.88092548301225,69.86899154335285,79.37986914140477
2017-12-03,99.99999999999008,86.4031822510326,77.56937812027572,63.733526717062524,83.7398454362366
2017-12-04,99.99999999999008,87.98293819842917,68.19559133533211,67.46671278439382,82.5379749403161
2017-12-05,99.99999999999008,79.99336002714108,69.74325249978733,53.62812199452074,78.15977753063326
2017-12-06,99.99999999999008,88.74824875217638,60.46267125838094,52.72747417735489,77.84822483810733
2017-12-07,99.99999999999008,85.22968668908844,76.81770086662763,62.789937056479566,83.06983430022196
2017-12-08,99.99999999999008,73.73940821814597,66.07078809190433,68.4867817876247,78.64990543503454
2017-12-09,99.99999999999008,79.75503563367022,70.65535770825436,64.29368072253493,80.46133447998515
2017-12-10,99.99999999999008,85.13593585449993,75.96541957505916,61.73020326064646,82.62137950951609
2017-12-11,99.99999999999008,79.37778553247355,64.43374180199166,42.877418074979126,74.52836544860915
2017-12-12,99.99999999999008,84.69222015458624,78.50425840119746,75.79568666153735,85.95825697125042
2017-12-13,99.99999999999008,78.19590979845701,73.47999053284754,45.911168942801496,77.10120887138345
2017-12-14,99.99999999999008,82.05416136117363,78.19336472550424,30.31842418709278,76.12556635908504
2017-12-15,99.99999999999008,91.09469265823299,61.424122451728245,53.820082305240824,78.89372023853551
2017-12-16,99.99999999999008,86.06316183826408,51.74633541029412,57.32248262423148,75.91687083698287
2017-12-17,99.99999999999008,72.3155164061425,65.45715739003234,71.28091945186065,78.69935233941287
2017-12-18,99.99999999999008,79.42394006360165,64.91628710029784,46.67974936329789,75.42100666363147
2017-12-19,99.99999999999008,75.23337432519362,70.25952113374609,55.51550999199629,77.47632586313121
2017-12-20,99.99999999999008,77.70987176428883,64.3278401087046,64.6495877110597,78.43934551045731
2017-12-21,99.99999999999008,80.86432498356407,64.3209170724229,63.18708045389838,78.93372660477345
2017-12-22,99.99999999999008,86.16367488008787,68.90862037154392,68.51195879645563,82.4704655721961
2017-12-23,99.99999999999008,83.047742685696,61.523228341917005,39.61303678438853,74.06535011377798
2017-12-24,99.99999999999008,77.14242334926982,62.69663302438711,63.26355007960817,77.61247410933288
2017-12-25,99.99999999999008,76.8825785314373,78.19884464929137,67.08833713186644,82.18802322155248
2017-12-26,99.99999999999008,87.49083006787045,61.39458780870843,64.3707952465042,80.09551351844259
2017-12-27,99.99999999999008,80.6517673805635,70.94669017445155,63.442922990128835,80.58819898677655
2017-12-28,99.99999999999008,79.53523432075667,67.90966663352549,75.82840911001715,82.02690706057099
2017-12-29,99.99999999999008,78.78384100372375,72.50077579648637,53.37777540520625,78.4967092810908
2017-12-30,99.99999999999008,77.82762486369153,65.59066626336664,61.10080340212673,78.07473346218691
2017-12-31,99.99999999999008,82.9130197520664,75.50473108737636,68.07223092329377,83.21888389451647
2018-01-01,99.99999999999297,81.6430203936468,68.10043612644905,47.34440473225966,76.90474507647379
2018-01-02,99.99999999999297,76.64793977336153,88.62704419512832,59.27636515308186,83.17401902273672
2018-01-03,99.99999999999297,75.22738380563779,62.07655024165309,67.48445543815197,77.82287459945101
2018-01-04,99.99999999999297,73.54748761758306,59.846482912646636,82.92027067672787,79.9325467679009
2018-01-05,99.99999999999297,75.81678729653214,66.08366229527277,54.839777168049544,76.44306783155903
2018-01-06,99.99999999999297,79.7878595947959,63.52289058276721,62.14031752259122,78.25575104890692
2018-01-07,99.99999999999297,85.63402584858581,63.19541002022491,58.34465068641884,78.87628910448434
2018-01-08,99.99999999999297,85.51465937915506,77.09234852644124,41.24705358162357,78.90116269272168
2018-01-09,99.99999999999297,83.94323496014373,76.64924244262154,56.99588160869988,81.54729567242917
2018-01-10,99.99999999999297,74.680047833567,69.39251286934304,57.7397035850389,77.56608089273317
2018-01-11,99.99999999999297,83.56490447945758,71.96915562228472,59.33164415628476,80.74984385669042
2018-01-12,99.99999999999297,84.57627991689024,78.96837171217005,54.28123723397343,81.74241035405764
2018-01-13,99.99999999999297,80.73278735692058,75.87304524931305,57.97204481266297,80.7458671140889
2018-01-14,99.99999999999297,80.35951704975984,59.691955670972135,51.2347142684197,75.25981103386482
2018-01-15,99.99999999999297,86.48608985873365,74.96766206225882,44.21325474914368,79.20608893007474
2018-01-16,99.99999999999297,84.80082414189813,75.58079793970604,74.04013632725716,84.90343278585036
2018-01-17,99.99999999999297,77.24568402020962,68.02185779294804,49.43597447312588,76.20408034791248
2018-01-18,99.99999999999297,81.21805612140237,72.57125909771446,70.22209777681581,82.49174836014026
2018-01-19,99.99999999999297,78.41737461347968,71.95963385481004,81.95580668093902,83.98541345325812
2018-01-20,99.99999999999297,77.87275852466017,79.86670610944711,62.033984638562416,81.84166308623719
2018-01-21,99.99999999999297,80.40105288361863,98.01414300225122,81.39930079858206,90.88365913118176
2018-01-22,99.99999999999297,94.3713253811955,75.73515123838595,56.84966871016183,83.89655289692561
